cycle, time, dist_travelled, sf, vel, acc, req_ped, req_acc, req_vel, C0, C1, C2, C3, C4, C5, T, vehX, vehY, slope, intercept;
124, 6.199, 74.0556, 51.6758, 17.5767, -4.78272, -0.103316, -3.04996, 17.3387, 0, 17.5767, -4.78272, 0.976057, -0.132796, 0.00903365, 14.7001, 74.0556, 0.800038, -0.117394, 8.32463;
125, 6.249, 74.9273, 52.2921, 17.3456, -4.60293, 0.0273187, -2.1369, 17.1166, 0, 17.3456, -4.60293, 0.916095, -0.12155, 0.00806379, 15.0736, 74.9273, 0.75917, -0.117394, 8.32463;
126, 6.299, 75.7893, 81.7107, 17.2221, -2.44373, 0.0298719, -1.99017, 17.1001, 0, 17.2221, -2.44373, 0.146317, 0.0164339, -0.00295344, 16.968, 75.7893, 0.706768, -0.117394, 8.32463;
127, 6.349, 76.6463, 80.8537, 17.1587, -1.23331, -0.0554841, -2.58031, 17.0963, 0, 17.1587, -1.23331, -0.595606, 0.21917, -0.0260903, 13.3914, 76.6463, 0.642094, -0.117394, 8.32463;
128, 6.399, 77.4991, 80.0009, 17.0787, -1.56553, -0.125539, -2.95762, 16.9999, 0, 17.0787, -1.56553, -0.381241, 0.157793, -0.0187194, 13.9359, 77.4991, 0.564745, -0.117394, 8.32463;
129, 6.449, 78.3451, 79.1549, 16.9327, -2.8834, -0.09415, -2.59226, 16.789, 0, 16.9327, -2.8834, 0.366135, -0.0307862, 0.00128399, 21.8351, 78.3451, 0.474977, -0.117394, 8.32463;
130, 6.499, 79.1814, 67.3516, 16.764, -3.3381, -0.0224737, -2.09497, 16.5978, 0, 16.764, -3.3381, 0.498519, -0.0496333, 0.00247078, 20.0881, 79.1814, 0.37339, -0.0192641, 0.579383;
131, 6.549, 80.0085, 77.4915, 16.6377, -2.49108, 0.000425931, -1.90223, 16.5134, 0, 16.6377, -2.49108, 0.192601, 0.00590797, -0.00199936, 17.1463, 80.0085, 0.260796, -0.0192641, 0.579383;
132, 6.599, 80.8293, 76.6707, 16.5574, -1.56369, -0.0471295, -2.25814, 16.4787, 0, 16.5574, -1.56369, -0.359728, 0.152998, -0.018357, 13.8366, 80.8293, 0.139375, -0.0192641, 0.579383;
133, 6.649, 81.6452, 75.8548, 16.4725, -1.65586, -0.0942636, -2.55717, 16.3893, 0, 16.4725, -1.65586, -0.302455, 0.13762, -0.0166107, 13.9617, 81.6452, 0.00992954, -0.0192641, 0.579383;
134, 6.699, 82.4548, 75.0452, 16.3476, -2.46037, -0.0800946, -2.37444, 16.2248, 0, 16.3476, -2.46037, 0.182508, 0.00898595, -0.00237119, 16.7626, 82.4548, -0.125568, -0.0192641, 0.579383;
135, 6.749, 83.2566, 74.2434, 16.2058, -2.81185, -0.0329666, -2.01206, 16.0656, 0, 16.2058, -2.81185, 0.363153, -0.0309851, 0.00130728, 21.2121, 83.2566, -0.265817, -0.0192641, 0.579383;
136, 6.799, 84.0509, 73.4491, 16.0888, -2.32667, -0.0147233, -1.88932, 15.9726, 0, 16.0888, -2.32667, 0.12215, 0.0235221, -0.00386534, 16.0971, 84.0509, -0.409776, 0.0757776, -7.81078;
137, 6.849, 84.8397, 72.6603, 16.0021, -1.72991, -0.0427778, -2.1246, 15.9153, 0, 16.0021, -1.72991, -0.238292, 0.121034, -0.0148587, 14.0004, 84.8397, -0.555738, 0.0757776, -7.81078;
138, 6.899, 85.6246, 71.8754, 15.9143, -1.76077, -0.0736563, -2.34119, 15.826, 0, 15.9143, -1.76077, -0.219499, 0.116582, -0.0144124, 14.0027, 85.6246, -0.700576, 0.0757776, -7.81078;
139, 6.949, 86.405, 71.095, 15.8026, -2.24984, -0.0682458, -2.2564, 15.6902, 0, 15.8026, -2.24984, 0.0839319, 0.0342285, -0.00509607, 15.5514, 86.405, -0.842436, 0.0757776, -7.81078;
140, 6.999, 87.18, 70.32, 15.6783, -2.50567, -0.0392896, -2.02416, 15.5533, 0, 15.6783, -2.50567, 0.232308, -0.00251631, -0.00131892, 16.9577, 87.18, -0.979823, 0.0757776, -7.81078;
141, 7.049, 87.95, 69.55, 15.5674, -2.23991, -0.025799, -1.93481, 15.4555, 0, 15.5674, -2.23991, 0.0885207, 0.0332223, -0.00503185, 15.478, 87.95, -1.11112, 0.0757776, -7.81078;
142, 7.099, 88.7161, 68.7839, 15.4759, -1.85065, -0.0426825, -2.08119, 15.3832, 0, 15.4759, -1.85065, -0.148832, 0.0983909, -0.0124815, 14.071, 88.7161, -1.23484, 0.0767584, -7.91937;
143, 7.149, 89.4792, 68.0208, 15.3856, -1.82675, -0.0653458, -2.24289, 15.294, 0, 15.3856, -1.82675, -0.164282, 0.103607, -0.0131784, 13.9344, 89.4792, -1.34966, 0.0767584, -7.91937;
144, 7.199, 90.2388, 67.2612, 15.2792, -2.14264, -0.0649311, -2.20509, 15.1721, 0, 15.2792, -2.14264, 0.0366064, 0.0481244, -0.00679246, 14.8937, 90.2388, -1.45444, 0.0767584, -7.91937;
145, 7.249, 90.9941, 66.5059, 15.1622, -2.35148, -0.0456243, -2.0401, 15.0448, 0, 15.1622, -2.35148, 0.164615, 0.014781, -0.00318595, 15.8136, 90.9941, -1.54807, 0.0767584, -7.91937;
146, 7.299, 91.745, 65.755, 15.0527, -2.19822, -0.0344282, -1.95972, 14.9429, 0, 15.0527, -2.19822, 0.0794613, 0.0370341, -0.00561801, 15.0622, 91.745, -1.62968, 0.0767584, -7.91937;
147, 7.349, 92.492, 65.008, 14.9571, -1.91513, -0.0450379, -2.05221, 14.8613, 0, 14.9571, -1.91513, -0.094618, 0.0856092, -0.0112608, 14.0049, 92.492, -1.6987, 0.0767584, -7.91937;
148, 7.399, 93.2355, 64.2645, 14.8638, -1.86766, -0.0620722, -2.17441, 14.7703, 0, 14.8638, -1.86766, -0.124569, 0.0949487, -0.0124524, 13.8, 93.2355, -1.75472, 0.0767584, -7.91937;
149, 7.449, 93.975, 63.525, 14.7596, -2.08097, -0.0636494, -2.15839, 14.6556, 0, 14.7596, -2.08097, 0.014629, 0.055914, -0.00789061, 14.4293, 93.975, -1.7974, 0.0527546, -5.65849;
150, 7.499, 94.7097, 62.7903, 14.6476, -2.23614, -0.0513062, -2.04332, 14.5359, 0, 14.6476, -2.23614, 0.114343, 0.0289941, -0.00487261, 15.0246, 94.7097, -1.82662, 0.0527546, -5.65849;
151, 7.549, 95.4392, 62.0608, 14.5399, -2.14244, -0.0435285, -1.98067, 14.4329, 0, 14.5399, -2.14244, 0.0615665, 0.0434857, -0.00653791, 14.5932, 95.4392, -1.84275, 0.0527546, -5.65849;
152, 7.599, 96.1637, 61.3363, 14.4416, -1.9525, -0.0501003, -2.03507, 14.3439, 0, 14.4416, -1.9525, -0.0563171, 0.0771537, -0.0105409, 13.8684, 96.1637, -1.84581, 0.0527546, -5.65849;
153, 7.649, 96.8834, 60.6166, 14.3467, -1.88188, -0.0644, -2.13397, 14.2525, 0, 14.3467, -1.88188, -0.101168, 0.0908926, -0.0122793, 13.5919, 96.8834, -1.83624, 0.0527546, -5.65849;
154, 7.699, 97.598, 59.902, 14.244, -2.02555, -0.0685477, -2.1367, 14.1428, 0, 14.244, -2.02555, -0.00430198, 0.0632804, -0.00899934, 13.995, 97.598, -1.81595, 0.0527546, -5.65849;
155, 7.749, 98.3068, 59.1932, 14.1332, -2.18774, -0.0581497, -2.03297, 14.0239, 0, 14.1332, -2.18774, 0.102897, 0.0334627, -0.00555442, 14.5887, 98.3068, -1.78524, 0.0527546, -5.65849;
156, 7.799, 99.0096, 58.4904, 14.0249, -2.14077, -0.0484655, -1.95357, 13.918, 0, 14.0249, -2.14077, 0.0783886, 0.0404438, -0.00639242, 14.3614, 99.0096, -1.74421, 0.0500177, -5.28645;
157, 7.849, 99.7066, 57.7934, 13.9261, -1.95641, -0.0522971, -1.98907, 13.8283, 0, 13.9261, -1.95641, -0.0373462, 0.0740039, -0.0104465, 13.6441, 99.7066, -1.69362, 0.0500177, -5.28645;
158, 7.899, 100.398, 57.102, 13.8315, -1.87774, -0.0637974, -2.07485, 13.7375, 0, 13.8315, -1.87774, -0.0880141, 0.0896834, -0.0124553, 13.3416, 100.398, -1.6344, 0.0500177, -5.28645;
159, 7.949, 101.084, 56.416, 13.7316, -1.98669, -0.0677519, -2.08545, 13.6322, 0, 13.7316, -1.98669, -0.0122895, 0.0677514, -0.00980781, 13.632, 101.084, -1.56758, 0.0500177, -5.28645;
160, 7.999, 101.764, 55.736, 13.6254, -2.11495, -0.0603904, -2.00871, 13.5197, 0, 13.6254, -2.11495, 0.0756789, 0.0426268, -0.00682674, 14.0646, 101.764, -1.4941, 0.0500177, -5.28645;
161, 8.049, 102.438, 55.062, 13.5206, -2.08759, -0.052896, -1.94497, 13.4163, 0, 13.5206, -2.08759, 0.0625803, 0.0466458, -0.00734694, 13.9217, 102.438, -1.4148, 0.0500177, -5.28645;
162, 8.099, 103.106, 54.3937, 13.4228, -1.94986, -0.0554293, -1.96831, 13.3253, 0, 13.4228, -1.94986, -0.0251514, 0.0728377, -0.0106043, 13.383, 103.106, -1.33039, 0.0500177, -5.28645;
163, 8.149, 103.769, 53.7307, 13.3285, -1.88129, -0.0645061, -2.03565, 13.2343, 0, 13.3285, -1.88129, -0.0695003, 0.0868676, -0.0124424, 13.1111, 103.769, -1.2418, 0.072174, -7.66754;
164, 8.199, 104.427, 53.073, 13.2299, -1.96455, -0.0676996, -2.0435, 13.1317, 0, 13.2299, -1.96455, -0.00958189, 0.0692696, -0.0102895, 13.3243, 104.427, -1.15066, 0.072174, -7.66754;
165, 8.249, 105.079, 52.4207, 13.1264, -2.06541, -0.0617867, -1.98002, 13.0232, 0, 13.1264, -2.06541, 0.0622833, 0.0482868, -0.00774557, 13.6467, 105.079, -1.05705, 0.072174, -7.66754;
166, 8.299, 105.726, 51.7739, 13.0241, -2.04271, -0.0556984, -1.92701, 12.9221, 0, 13.0241, -2.04271, 0.051722, 0.0517168, -0.00821399, 13.5236, 105.726, -0.961286, 0.072174, -7.66754;
167, 8.349, 106.368, 51.1324, 12.9275, -1.93074, -0.0577665, -1.94592, 12.8309, 0, 12.9275, -1.93074, -0.0207568, 0.0740098, -0.0110701, 13.0845, 106.368, -0.864094, 0.072174, -7.66754;
168, 8.399, 107.004, 50.4959, 12.8336, -1.87735, -0.0649135, -1.999, 12.7396, 0, 12.8336, -1.87735, -0.0552011, 0.0852642, -0.0125915, 12.8614, 107.004, -0.766121, 0.072174, -7.66754;
169, 8.449, 107.636, 49.8641, 12.7365, -1.94062, -0.0675623, -2.00504, 12.6395, 0, 12.7365, -1.94062, -0.00781399, 0.0711661, -0.0108457, 13.0126, 107.636, -0.667922, 0.072174, -7.66754;
170, 8.499, 108.263, 49.2374, 12.6355, -2.01975, -0.0629008, -1.95279, 12.5346, 0, 12.6355, -2.01975, 0.0509088, 0.0536631, -0.00868043, 13.2494, 108.263, -0.569988, 0.072174, -7.66754;
171, 8.549, 108.884, 48.6156, 12.5355, -2.00133, -0.0580063, -1.90859, 12.4355, 0, 12.5355, -2.00133, 0.042796, 0.0564927, -0.00909229, 13.1428, 108.884, -0.47272, 0.076192, -8.12449;
172, 8.599, 109.501, 47.9987, 12.44, -1.91033, -0.0597335, -1.92366, 12.3444, 0, 12.44, -1.91033, -0.0169432, 0.075453, -0.0115984, 12.7824, 109.501, -0.376411, 0.076192, -8.12449;
173, 8.649, 110.114, 47.3863, 12.3466, -1.86688, -0.0655727, -1.96643, 12.2532, 0, 12.3466, -1.86688, -0.0448838, 0.0849062, -0.0129199, 12.5917, 110.114, -0.2813, 0.076192, -8.12449;
174, 8.699, 110.722, 46.7784, 12.2508, -1.91838, -0.0676325, -1.9693, 12.1548, 0, 12.2508, -1.91838, -0.00468764, 0.0727696, -0.0113961, 12.7062, 110.722, -0.187795, 0.076192, -8.12449;
175, 8.749, 111.325, 46.1752, 12.1518, -1.98074, -0.0637291, -1.92417, 12.0528, 0, 12.1518, -1.98074, 0.0436801, 0.0580776, -0.00954519, 12.8796, 111.325, -0.096081, 0.076192, -8.12449;
176, 8.799, 111.923, 45.5768, 12.0537, -1.96224, -0.0598109, -1.88751, 11.9556, 0, 12.0537, -1.96224, 0.0351398, 0.061164, -0.0100082, 12.7725, 111.923, -0.00627945, 0.076192, -8.12449;
177, 8.849, 112.517, 44.9829, 11.9595, -1.88599, -0.0614738, -1.90125, 11.8651, 0, 11.9595, -1.88599, -0.0156796, 0.0778364, -0.012285, 12.467, 112.517, 0.0814758, 0.076192, -8.12449;
178, 8.899, 113.107, 44.3933, 11.8669, -1.8515, -0.0664371, -1.93677, 11.7743, 0, 11.8669, -1.8515, -0.037646, 0.0855994, -0.0134151, 12.3056, 113.107, 0.167068, 0.076192, -8.12449;
179, 8.949, 113.692, 43.8082, 11.7722, -1.89595, -0.0680141, -1.93644, 11.6774, 0, 11.7722, -1.89595, -0.00153195, 0.0745071, -0.0119997, 12.3975, 113.692, 0.250385, 0.0466604, -4.77427;
180, 8.999, 114.272, 43.2276, 11.6748, -1.94977, -0.0642046, -1.89302, 11.5773, 0, 11.6748, -1.94977, 0.0419032, 0.0610418, -0.0102696, 12.5387, 114.272, 0.33119, 0.0466604, -4.77427;
181, 9.049, 114.849, 42.6514, 11.5784, -1.92998, -0.0605302, -1.85928, 11.4819, 0, 11.5784, -1.92998, 0.032132, 0.0646419, -0.0108196, 12.427, 114.849, 0.408898, 0.0466604, -4.77427;
182, 9.099, 115.42, 42.0796, 11.4857, -1.8555, -0.062475, -1.87613, 11.3929, 0, 11.4857, -1.8555, -0.0188862, 0.0818842, -0.0132437, 12.1306, 115.42, 0.483621, 0.0466604, -4.77427;
183, 9.149, 115.988, 41.5121, 11.3947, -1.82393, -0.0676275, -1.91324, 11.3034, 0, 11.3947, -1.82393, -0.0393382, 0.0894012, -0.0143782, 11.9789, 115.988, 0.555537, 0.0466604, -4.77427;
184, 9.199, 116.551, 40.9489, 11.3012, -1.87211, -0.0690536, -1.91077, 11.2076, 0, 11.3012, -1.87211, 0.000560914, 0.0767832, -0.0127196, 12.0805, 116.551, 0.624792, 0.0466604, -4.77427;
185, 9.249, 117.11, 40.3901, 11.2051, -1.92464, -0.0650874, -1.86498, 11.1089, 0, 11.2051, -1.92464, 0.0442262, 0.0629092, -0.0108929, 12.2153, 117.11, 0.691167, 0.0466604, -4.77427;
186, 9.299, 117.664, 39.8358, 11.1102, -1.8997, -0.0616781, -1.83293, 11.0152, 0, 11.1102, -1.8997, 0.0303522, 0.0679895, -0.0116668, 12.0857, 117.664, 0.754516, 0.0466604, -4.77427;
187, 9.349, 118.214, 39.2859, 11.0189, -1.82686, -0.063836, -1.85169, 10.9275, 0, 11.0189, -1.82686, -0.0209006, 0.0858361, -0.0142508, 11.7979, 118.214, 0.814867, 0.0466604, -4.77427;
188, 9.399, 118.76, 38.7401, 10.9289, -1.8021, -0.0686229, -1.88603, 10.8388, 0, 10.9289, -1.8021, -0.0366209, 0.0919766, -0.0152277, 11.668, 118.76, 0.872289, 0.0063389, 0.144239;
189, 9.449, 119.301, 38.1987, 10.8362, -1.85542, -0.0689999, -1.87569, 10.7435, 0, 10.8362, -1.85542, 0.00841125, 0.0772931, -0.0132377, 11.7856, 119.301, 0.926684, 0.0063389, 0.144239;
190, 9.499, 119.838, 37.6616, 10.7414, -1.89934, -0.064477, -1.82734, 10.6465, 0, 10.7414, -1.89934, 0.0467334, 0.0648827, -0.0115745, 11.8905, 119.838, 0.977536, 0.0063389, 0.144239;
191, 9.549, 120.371, 37.1289, 10.6487, -1.85831, -0.0620305, -1.80554, 10.5558, 0, 10.6487, -1.85831, 0.0199466, 0.0745551, -0.0130293, 11.7058, 120.371, 1.02508, 0.0063389, 0.144239;
192, 9.599, 120.899, 36.6005, 10.5596, -1.78729, -0.0654231, -1.83504, 10.4702, 0, 10.5596, -1.78729, -0.031823, 0.0932401, -0.0158296, 11.4287, 120.899, 1.06951, 0.0063389, 0.144239;
193, 9.649, 121.424, 36.0763, 10.4709, -1.77847, -0.0703247, -1.86812, 10.3819, 0, 10.4709, -1.77847, -0.0354575, 0.095373, -0.0162591, 11.3472, 121.424, 1.11091, 0.0063389, 0.144239;
194, 9.699, 121.944, 35.5565, 10.379, -1.83961, -0.0699946, -1.84905, 10.2871, 0, 10.379, -1.83961, 0.0171418, 0.0776535, -0.0137777, 11.4889, 121.944, 1.14962, 0.0063389, 0.144239;
195, 9.749, 122.459, 35.0411, 10.2853, -1.87731, -0.0649983, -1.79562, 10.1915, 0, 10.2853, -1.87731, 0.0517866, 0.0661983, -0.0122132, 11.5732, 122.459, 1.18545, 0.0063389, 0.144239;
196, 9.799, 122.97, 34.5301, 10.194, -1.82752, -0.0627424, -1.7763, 10.1026, 0, 10.194, -1.82752, 0.0173517, 0.0788537, -0.0141512, 11.3603, 122.97, 1.21834, 0.0063389, 0.144239;
197, 9.849, 123.477, 34.0235, 10.1064, -1.75417, -0.0667121, -1.8118, 10.0186, 0, 10.1064, -1.75417, -0.0379703, 0.0994429, -0.0173317, 11.0798, 123.477, 1.24842, -0.0723982, 9.91424;
198, 9.899, 123.979, 33.521, 10.0182, -1.76686, -0.0701276, -1.83339, 9.92982, 0, 10.0182, -1.76686, -0.0239645, 0.0952761, -0.0168321, 11.0634, 123.979, 1.27549, -0.0723982, 9.91424;
199, 9.949, 124.477, 33.0228, 9.92681, -1.83384, -0.0672219, -1.7965, 9.83516, 0, 9.92681, -1.83384, 0.0350244, 0.0748087, -0.0138817, 11.2275, 124.477, 1.29847, -0.0723982, 9.91424;
200, 9.999, 124.971, 32.5291, 9.83567, -1.83094, -0.0631527, -1.75689, 9.74417, 0, 9.83567, -1.83094, 0.0377586, 0.0744835, -0.0139378, 11.1729, 124.971, 1.31793, -0.0723982, 9.91424;
201, 10.049, 125.46, 32.0398, 9.74799, -1.76201, -0.0643082, -1.76893, 9.65987, 0, 9.74799, -1.76201, -0.0143806, 0.0942112, -0.0170399, 10.9029, 125.46, 1.33422, -0.0723982, 9.91424;
202, 10.099, 125.945, 31.5546, 9.66221, -1.72397, -0.069337, -1.80893, 9.57596, 0, 9.66221, -1.72397, -0.0426361, 0.105658, -0.0189459, 10.7343, 125.945, 1.34719, -0.0723982, 9.91424;
203, 10.149, 126.426, 31.0737, 9.57454, -1.7612, -0.0716555, -1.814, 9.48647, 0, 9.57454, -1.7612, -0.00739623, 0.0934858, -0.0171992, 10.7912, 126.426, 1.35682, -0.0723982, 9.91424;
204, 10.199, 126.903, 30.5973, 9.48397, -1.81723, -0.0681595, -1.76776, 9.39317, 0, 9.48397, -1.81723, 0.0443723, 0.0751299, -0.0144995, 10.9234, 126.903, 1.36353, -0.0723982, 9.91424;
205, 10.249, 127.375, 30.1253, 9.39392, -1.80601, -0.0638139, -1.72534, 9.30367, 0, 9.39392, -1.80601, 0.0404984, 0.0772379, -0.0149366, 10.8423, 127.375, 1.36709, -0.0723982, 9.91424;
206, 10.299, 127.842, 29.6577, 9.30762, -1.73102, -0.0652328, -1.74122, 9.22105, 0, 9.30762, -1.73102, -0.0183696, 0.100154, -0.0186446, 10.5568, 127.842, 1.36744, -0.0723982, 9.91424;
207, 10.349, 128.306, 29.1944, 9.22316, -1.694, -0.0705957, -1.78508, 9.13841, 0, 9.22316, -1.694, -0.0466527, 0.112047, -0.0206974, 10.3934, 128.306, 1.36476, -0.0723982, 9.91424;
208, 10.399, 128.765, 28.7354, 9.13621, -1.74377, -0.0719761, -1.78196, 9.04903, 0, 9.13621, -1.74377, 0.000767961, 0.0948459, -0.0181026, 10.4868, 128.765, 1.3592, -0.102868, 14.1631;
209, 10.449, 129.219, 28.2809, 9.04641, -1.80091, -0.0670267, -1.72478, 8.95644, 0, 9.04641, -1.80091, 0.0553151, 0.0749018, -0.0150801, 10.6244, 129.219, 1.35087, -0.102868, 14.1631;
210, 10.499, 129.669, 27.8309, 8.95826, -1.76833, -0.0630668, -1.68965, 8.86988, 0, 8.95826, -1.76833, 0.0330401, 0.0841055, -0.0166631, 10.4735, 129.669, 1.33971, -0.102868, 14.1631;
211, 10.549, 130.115, 27.3852, 8.87444, -1.68174, -0.0664716, -1.72537, 8.79031, 0, 8.87444, -1.68174, -0.0385347, 0.112929, -0.0214841, 10.1597, 130.115, 1.32592, -0.102868, 14.1631;
212, 10.599, 130.556, 26.9438, 8.79145, -1.66497, -0.0724745, -1.77229, 8.70815, 0, 8.79145, -1.66497, -0.0498717, 0.118633, -0.0226088, 10.0557, 130.556, 1.30967, -0.102868, 14.1631;
213, 10.649, 130.993, 26.5067, 8.70494, -1.73501, -0.0724511, -1.75251, 8.61821, 0, 8.70494, -1.73501, 0.0174721, 0.0930284, -0.0185593, 10.2094, 130.993, 1.29115, -0.102868, 14.1631;
214, 10.699, 131.426, 26.0741, 8.61593, -1.78346, -0.0663256, -1.68428, 8.52684, 0, 8.61593, -1.78346, 0.0663654, 0.0747013, -0.0157184, 10.3229, 131.426, 1.27091, -0.102868, 14.1631;
215, 10.749, 131.854, 25.6461, 8.52963, -1.72857, -0.0631027, -1.65833, 8.44324, 0, 8.52963, -1.72857, 0.0236576, 0.0922677, -0.0187313, 10.1018, 131.854, 1.24879, -0.102868, 14.1631;
216, 10.799, 132.278, 25.2223, 8.44784, -1.63843, -0.0680563, -1.70928, 8.36585, 0, 8.44784, -1.63843, -0.0540533, 0.124755, -0.0243688, 9.78561, 132.278, 1.22477, -0.102868, 14.1631;
217, 10.849, 132.697, 24.8027, 8.36583, -1.64272, -0.0739288, -1.7524, 8.28364, 0, 8.36583, -1.64272, -0.046179, 0.122841, -0.0242486, 9.74081, 132.697, 1.19903, -0.102868, 14.1631;
218, 10.899, 133.113, 24.3874, 8.27937, -1.73167, -0.071476, -1.70907, 8.19284, 0, 8.27937, -1.73167, 0.0411389, 0.0883178, -0.0185743, 9.95468, 133.113, 1.17174, -0.102868, 14.1631;
219, 10.949, 133.523, 23.9765, 8.19145, -1.7607, -0.0640331, -1.63289, 8.10351, 0, 8.19145, -1.7607, 0.0742985, 0.0757522, -0.0166194, 10.0094, 133.523, 1.14304, -0.0918405, 12.5049;
220, 10.999, 133.93, 23.5702, 8.10805, -1.67023, -0.0630903, -1.63322, 8.02454, 0, 8.10805, -1.67023, -0.00302266, 0.108184, -0.0222862, 9.68062, 133.93, 1.11303, -0.0918405, 12.5049;
221, 11.049, 134.332, 23.1679, 8.02883, -1.5866, -0.0707531, -1.70814, 7.9494, 0, 8.02883, -1.5866, -0.0784417, 0.141284, -0.0283027, 9.39368, 134.332, 1.08182, -0.0918405, 12.5049;
222, 11.099, 134.73, 22.7697, 7.94715, -1.63545, -0.0753532, -1.73238, 7.86535, 0, 7.94715, -1.63545, -0.027244, 0.120935, -0.024934, 9.46962, 134.73, 1.04946, -0.0918405, 12.5049;
223, 11.149, 135.124, 22.3759, 7.86035, -1.73788, -0.0693767, -1.65443, 7.77355, 0, 7.86035, -1.73788, 0.0759956, 0.0787655, -0.017782, 9.73685, 135.124, 1.01616, -0.0918405, 12.5049;
224, 11.199, 135.514, 21.9865, 7.77415, -1.72514, -0.0615547, -1.58086, 7.68798, 0, 7.77415, -1.72514, 0.0715434, 0.0813492, -0.0183812, 9.65743, 135.514, 0.982278, -0.0918405, 12.5049;
225, 11.249, 135.899, 21.6013, 7.69423, -1.59931, -0.064312, -1.62122, 7.61421, 0, 7.69423, -1.59931, -0.0436299, 0.131434, -0.0274434, 9.23421, 135.899, 0.947684, -0.0918405, 12.5049;
226, 11.299, 136.28, 21.2201, 7.61707, -1.54393, -0.0741951, -1.7123, 7.53976, 0, 7.61707, -1.54393, -0.0949469, 0.15563, -0.0321369, 9.03116, 136.28, 0.912379, -0.0918405, 12.5049;
227, 11.349, 136.657, 20.843, 7.53477, -1.64686, -0.0755393, -1.69733, 7.45245, 0, 7.53477, -1.64686, 0.0122358, 0.110034, -0.0240598, 9.25656, 136.657, 0.876489, -0.0918405, 12.5049;
228, 11.399, 137.03, 20.4701, 7.44757, -1.74474, -0.0652121, -1.58103, 7.36048, 0, 7.44757, -1.74474, 0.114635, 0.0671072, -0.0166034, 9.53219, 137.03, 0.840139, -0.0918405, 12.5049;
229, 11.449, 137.398, 20.1016, 7.36433, -1.66552, -0.0588801, -1.53271, 7.28112, 0, 7.36433, -1.66552, 0.0459012, 0.0972915, -0.0221466, 9.23501, 137.398, 0.803408, -0.0918405, 12.5049;
230, 11.499, 137.763, 19.7372, 7.28881, -1.51113, -0.0675667, -1.63378, 7.21313, 0, 7.28881, -1.51113, -0.105205, 0.16629, -0.0352348, 8.757, 137.763, 0.766322, -0.0918405, 12.5049;
231, 11.549, 138.123, 19.3765, 7.21283, -1.52016, -0.0784664, -1.72226, 7.13671, 0, 7.21283, -1.52016, -0.0925235, 0.162442, -0.0348294, 8.7185, 138.123, 0.72891, -0.0553806, 7.6061;
232, 11.599, 138.48, 19.0199, 7.12856, -1.686, -0.0735254, -1.63733, 7.04436, 0, 7.12856, -1.686, 0.0828214, 0.0848424, -0.0205475, 9.14017, 138.48, 0.691431, -0.0553806, 7.6061;
233, 11.649, 138.833, 18.6675, 7.0415, -1.74105, -0.0589158, -1.48944, 6.95463, 0, 7.0415, -1.74105, 0.146455, 0.0577524, -0.0158026, 9.30189, 138.833, 0.654535, -0.0553806, 7.6061;
234, 11.699, 139.181, 18.3193, 6.96311, -1.56778, -0.057781, -1.50693, 6.88469, 0, 6.96311, -1.56778, -0.0208078, 0.133409, -0.0300688, 8.71476, 139.181, 0.617994, -0.0553806, 7.6061;
235, 11.749, 139.525, 17.9748, 6.89221, -1.41791, -0.0740985, -1.67973, 6.8211, 0, 6.89221, -1.41791, -0.178016, 0.209877, -0.0454764, 8.28525, 139.525, 0.581628, -0.0553806, 7.6061;
236, 11.799, 139.866, 17.6339, 6.81519, -1.54041, -0.0821377, -1.71803, 6.73812, 0, 6.81519, -1.54041, -0.0419563, 0.14705, -0.0333663, 8.51909, 139.866, 0.545555, -0.0553806, 7.6061;
237, 11.849, 140.203, 17.2972, 6.7275, -1.75379, -0.066929, -1.52992, 6.64005, 0, 6.7275, -1.75379, 0.18703, 0.0436496, -0.0139788, 9.16486, 140.203, 0.509935, -0.0553806, 7.6061;
238, 11.899, 140.535, 16.9648, 6.64276, -1.69487, -0.0508502, -1.38957, 6.55819, 0, 6.64276, -1.69487, 0.138719, 0.065486, -0.0181568, 8.92535, 140.535, 0.474856, -0.0553806, 7.6061;
239, 11.949, 140.864, 16.6362, 6.57205, -1.41411, -0.0615182, -1.54102, 6.50116, 0, 6.57205, -1.41411, -0.156601, 0.207164, -0.0464411, 8.08771, 140.864, 0.440302, -0.0553806, 7.6061;
240, 11.999, 141.189, 16.311, 6.50447, -1.35182, -0.0848538, -1.7619, 6.4366, 0, 6.50447, -1.35182, -0.22698, 0.245654, -0.0550145, 7.88389, 141.189, 0.406237, -0.0553806, 7.6061;
241, 12.049, 141.511, 15.9895, 6.42233, -1.64272, -0.0816935, -1.65839, 6.34033, 0, 6.42233, -1.64272, 0.101352, 0.086757, -0.0229906, 8.57533, 141.511, 0.372705, -0.0553806, 7.6061;
242, 12.099, 141.828, 15.6723, 6.33108, -1.82519, -0.0535238, -1.3583, 6.24019, 0, 6.33108, -1.82519, 0.300159, -0.00270255, -0.00633621, 9.31647, 141.828, 0.339792, -0.0553806, 7.6061;
243, 12.149, 142.141, 15.3594, 6.25335, -1.5545, -0.0444707, -1.3258, 6.17567, 0, 6.25335, -1.5545, 0.0294639, 0.122401, -0.0304967, 8.26109, 142.141, 0.307487, -0.0556189, 7.36116;
244, 12.199, 142.45, 15.0499, 6.1926, -1.21508, -0.0748088, -1.68259, 6.1314, 0, 6.1926, -1.21508, -0.364963, 0.328565, -0.0752238, 7.42963, 142.45, 0.275623, -0.0556189, 7.36116;
